Date,Time (ET),Game,Proj_winner,Proj_margin,Win_prob,Proj. score (rounded),Spread,ATS Pick,Spread diff,O/U,O/U pick,O/U diff
23-Nov,12:00 PM,Sam Houston at Jacksonville State,Jacksonville State,6.1,65%,30-24,Jacksonville State -6.5,Sam Houston,0.4,55.5,Under,-2.3
23-Nov,12:00 PM,SMU at Virginia,SMU,16.2,85%,36-20,SMU -10,SMU,6.2,58.5,Under,-1.8
23-Nov,12:00 PM,Wake Forest at Miami-FL,Miami-FL,27.9,96%,45-18,Miami-FL -24,Miami-FL,3.9,64.5,Under,-1.5
23-Nov,12:45 PM,Massachusetts at Georgia,Georgia,50.2,100%,53-2,Georgia -43,Georgia,7.2,56.5,Under,-1.4
23-Nov,1:00 PM,UTEP at Tennessee,Tennessee,45.9,100%,46-0,Tennessee -41.5,Tennessee,4.4,53.5,Under,-7.6
23-Nov,1:00 PM,Western Kentucky at Liberty,Liberty,2.4,56%,29-27,Western Kentucky -1.5,Liberty,3.9,56.5,Under,-0.9
23-Nov,1:30 PM,Charleston Southern at Florida State,Florida State,33.9,98%,39-6,,,,,,
23-Nov,2:00 PM,Bowling Green at Ball State,Bowling Green,14.7,82%,36-22,Bowling Green -11.5,Bowling Green,3.2,57.5,Over,0.2
23-Nov,2:00 PM,Rice at UAB,Rice,3.1,58%,30-26,Rice -7,UAB,3.9,50.5,Over,5.4
23-Nov,2:30 PM,James Madison at Appalachian State,James Madison,15.2,83%,36-21,James Madison -7.5,James Madison,7.7,60.5,Under,-3.2
23-Nov,2:30 PM,New Mexico State at Middle Tennessee,Middle Tennessee,2.3,56%,27-25,Middle Tennessee -3.5,New Mexico State,1.2,50.5,Over,2.0
23-Nov,3:00 PM,Arizona at TCU,TCU,12.3,78%,35-22,TCU -12.5,Arizona,0.2,58.5,Under,-1.8
23-Nov,3:00 PM,Charlotte at Florida Atlantic,Florida Atlantic,6.4,66%,30-24,Charlotte -2,Florida Atlantic,8.4,47.5,Over,7.0
23-Nov,3:00 PM,Florida International at Kennesaw State,Florida International,12.1,78%,30-18,Florida International -8,Florida International,4.1,43.5,Over,4.8
23-Nov,3:00 PM,South Alabama at Southern Miss,South Alabama,22.1,92%,38-16,South Alabama -23,Southern Miss,0.9,55.5,Under,-0.7
23-Nov,3:00 PM,UL-Monroe at Arkansas State,Arkansas State,4.3,61%,29-25,Arkansas State -3.5,Arkansas State,0.8,52.5,Over,1.1
23-Nov,3:30 PM,BYU at Arizona State,BYU,2.6,56%,27-25,Arizona State -3.5,BYU,6.1,48.5,Over,3.8
23-Nov,3:30 PM,Colorado at Kansas,Colorado,1.6,54%,30-29,Colorado -2.5,Kansas,0.9,59.5,Under,-0.7
23-Nov,3:30 PM,East Carolina at North Texas,North Texas,0.3,51%,32-32,North Texas -2.5,East Carolina,2.2,72.5,Under,-9.1
23-Nov,3:30 PM,Georgia Southern at Coastal Carolina,Coastal Carolina,3.4,59%,31-28,Coastal Carolina -2,Coastal Carolina,1.4,56.5,Over,3.0
23-Nov,3:30 PM,Kentucky at Texas,Texas,23.2,93%,36-13,Texas -20.5,Texas,2.7,46.5,Over,2.2
23-Nov,3:30 PM,Northwestern at Michigan,Michigan,15.2,83%,28-13,Michigan -12,Michigan,3.2,38.5,Over,2.2
23-Nov,3:30 PM,Penn State at Minnesota,Penn State,15.0,83%,30-15,Penn State -11.5,Penn State,3.5,45.5,Under,-0.3
23-Nov,3:30 PM,San Diego State at Utah State,Utah State,2.2,55%,31-28,Utah State -4.5,San Diego State,2.3,62.5,Under,-3.5
23-Nov,3:30 PM,Stanford at California,California,21.2,91%,39-17,California -14.5,California,6.7,55.5,Over,0.6
23-Nov,3:30 PM,Texas Tech at Oklahoma State,Texas Tech,0.2,50%,31-31,Texas Tech -3.5,Oklahoma State,3.3,68.5,Under,-7.0
23-Nov,3:30 PM,The Citadel at Clemson,Clemson,52.0,100%,54-2,,,,,,
23-Nov,3:30 PM,Tulsa at USF,USF,14.8,82%,37-22,USF -17,Tulsa,2.2,59.5,Under,-0.8
23-Nov,3:30 PM,UCF at West Virginia,UCF,1.0,52%,30-29,UCF -2.5,West Virginia,1.5,64.5,Under,-6.0
23-Nov,3:30 PM,Wisconsin at Nebraska,Nebraska,1.3,53%,21-20,Nebraska -2,Wisconsin,0.7,42.5,Under,-1.9
23-Nov,4:00 PM,Louisiana Tech at Arkansas,Arkansas,22.2,92%,35-13,Arkansas -22,Arkansas,0.2,50.5,Under,-2.1
23-Nov,4:00 PM,Pittsburgh at Louisville,Louisville,7.8,69%,32-24,Louisville -8.5,Pittsburgh,0.7,56.5,Under,-0.7
23-Nov,4:00 PM,Wofford at South Carolina,South Carolina,50.0,100%,50-0,,,,,,
23-Nov,4:15 PM,Missouri at Mississippi State,Missouri,16.2,85%,36-20,Missouri -8,Missouri,8.2,56.5,Under,-1.2
23-Nov,5:00 PM,Troy at UL-Lafayette,UL-Lafayette,16.3,85%,37-21,UL-Lafayette -12,UL-Lafayette,4.3,53.5,Over,4.0
23-Nov,7:00 PM,Army vs. Notre Dame,Notre Dame,14.4,82%,32-18,Notre Dame -17,Army,2.6,43.5,Over,6.8
23-Nov,7:00 PM,Baylor at Houston,Baylor,10.0,74%,31-21,Baylor -7.5,Baylor,2.5,50.5,Over,1.6
23-Nov,7:00 PM,Boise State at Wyoming,Boise State,27.2,96%,42-15,Boise State -23.5,Boise State,3.7,57.5,Over,0.1
23-Nov,7:00 PM,Georgia State at Texas State,Texas State,26.5,95%,42-15,Texas State -21,Texas State,5.5,58.5,Under,-1.2
23-Nov,7:00 PM,Washington State at Oregon State,Washington State,9.7,73%,36-26,Washington State -13.5,Oregon State,3.8,56.5,Over,4.9
23-Nov,7:30 PM,Alabama at Oklahoma,Alabama,16.0,84%,34-18,Alabama -14,Alabama,2.0,47.5,Over,3.7
23-Nov,7:30 PM,Iowa State at Utah,Iowa State,4.1,60%,24-20,Iowa State -6,Utah,1.9,42.5,Over,2.3
23-Nov,7:30 PM,Marshall at Old Dominion,Marshall,3.3,58%,28-25,Old Dominion -1.5,Marshall,4.8,51.5,Over,1.7
23-Nov,7:30 PM,Texas A&M at Auburn,Texas A&M,3.2,58%,26-22,Texas A&M -2.5,Texas A&M,0.7,46.5,Over,1.5
23-Nov,7:45 PM,Vanderbilt at LSU,LSU,13.2,80%,35-22,LSU -9,LSU,4.2,54.5,Over,3.3
23-Nov,8:00 PM,Cincinnati at Kansas State,Kansas State,12.4,78%,33-20,Kansas State -9,Kansas State,3.4,52.5,Over,0.7
23-Nov,8:00 PM,Virginia Tech at Duke,Virginia Tech,0.6,51%,25-25,Virginia Tech -2.5,Duke,1.9,47.5,Over,2.4
23-Nov,10:30 PM,Air Force at Nevada,Nevada,2.8,57%,27-24,Nevada -4,Air Force,1.2,44.5,Over,7.1
23-Nov,10:30 PM,Colorado State at Fresno State,Fresno State,3.8,60%,28-25,Fresno State -2.5,Fresno State,1.3,47.5,Over,5.5
23-Nov,10:30 PM,USC at UCLA,USC,13.7,81%,34-20,USC -6.5,USC,7.2,50.5,Over,4.0
