Date,Time (ET),Game,Proj_winner,Proj_margin,Win_prob,Proj. score (rounded),Spread,ATS Pick,Spread diff,O/U,O/U pick,O/U diff
8-Oct,3:30 PM,Virginia Tech at Pittsburgh,Pittsburgh,14.1,79%,33-19,Pittsburgh -14.5,Virginia Tech,0.4,43.5,Over,8.0
8-Oct,3:30 PM,Wisconsin at Northwestern,Wisconsin,14.3,80%,30-16,Wisconsin -10,Wisconsin,4.3,44.0,Over,2.0
8-Oct,4:00 PM,Duke at Georgia Tech,Duke,3.6,58%,31-28,Duke -3,Duke,0.6,53.5,Over,5.3
8-Oct,4:00 PM,North Carolina at Miami-FL,Miami-FL,3.7,58%,33-30,Miami-FL -4,North Carolina,0.3,66.0,Under,-2.9
8-Oct,4:00 PM,Ohio State at Michigan State,Ohio State,17.8,85%,39-21,Ohio State -25.5,Michigan State,7.7,62.0,Under,-2.3
8-Oct,4:00 PM,Ole Miss at Vanderbilt,Ole Miss,26.0,93%,41-15,Ole Miss -18.5,Ole Miss,7.5,59.5,Under,-2.6
8-Oct,4:00 PM,Washington at Arizona State,Washington,6.9,65%,31-24,Washington -13.5,Arizona State,6.6,55.5,Over,0.2
8-Oct,6:00 PM,Western Kentucky at UTSA,UTSA,4.0,59%,35-31,UTSA -6.5,Western Kentucky,2.5,70.5,Under,-4.4
8-Oct,7:00 PM,Air Force at Utah State,Air Force,10.2,72%,32-22,Air Force -10,Air Force,0.2,55.0,Under,-0.6
8-Oct,7:00 PM,Appalachian State at Texas State,Appalachian State,17.2,84%,36-19,Appalachian State -19,Texas State,1.8,55.5,Over,0.0
8-Oct,7:00 PM,Connecticut at Florida International,Connecticut,1.9,54%,28-26,Connecticut -4,Florida International,2.1,49.0,Over,5.4
8-Oct,7:00 PM,James Madison at Arkansas State,James Madison,15.6,82%,36-21,James Madison -10.5,James Madison,5.1,57.5,Under,-0.8
8-Oct,7:00 PM,Southern Miss at Troy,Troy,4.7,61%,25-21,Troy -6.5,Southern Miss,1.8,46.0,Under,0.0
8-Oct,7:00 PM,UTEP at Louisiana Tech,UTEP,0.2,50%,27-26,Louisiana Tech -3,UTEP,3.2,53.0,Under,-0.1
8-Oct,7:00 PM,Wyoming at New Mexico,Wyoming,2.8,56%,24-21,Wyoming -3.5,New Mexico,0.7,37.5,Over,6.9
8-Oct,7:30 PM,Army at Wake Forest,Wake Forest,14.7,80%,41-26,Wake Forest -17,Army,2.3,65.0,Over,1.4
8-Oct,7:30 PM,BYU vs. Notre Dame,Notre Dame,2.8,56%,28-26,Notre Dame -4,BYU,1.2,52.0,Over,2.1
8-Oct,7:30 PM,Clemson at Boston College,Clemson,19.7,87%,35-15,Clemson -20.5,Boston College,0.8,50.0,Under,-0.2
8-Oct,7:30 PM,Iowa at Illinois,Iowa,1.8,54%,20-18,Illinois -3.5,Iowa,5.3,35.5,Over,3.1
8-Oct,7:30 PM,Kansas State at Iowa State,Kansas State,1.6,54%,25-24,Kansas State -2,Iowa State,0.4,46.0,Over,3.3
8-Oct,7:30 PM,South Carolina at Kentucky,Kentucky,11.9,75%,32-20,Kentucky -10.5,Kentucky,1.4,49.0,Over,2.2
8-Oct,7:30 PM,Washington State at USC,USC,9.1,70%,33-23,USC -12,Washington State,2.9,61.0,Under,-5.1
8-Oct,8:00 PM,Coastal Carolina at UL-Monroe,Coastal Carolina,17.4,84%,40-22,Coastal Carolina -14,Coastal Carolina,3.4,58.5,Over,3.5
8-Oct,8:00 PM,Florida State at NC State,NC State,5.2,62%,28-23,NC State -3.5,NC State,1.7,52.0,Under,-1.0
8-Oct,8:00 PM,Texas A&M at Alabama,Alabama,19.4,87%,35-16,Alabama -24,Texas A&M,4.6,52.0,Under,-0.8
8-Oct,9:00 PM,Oregon at Arizona,Oregon,22.7,90%,42-19,Oregon -13,Oregon,9.7,69.5,Under,-8.3
8-Oct,9:45 PM,Fresno State at Boise State,Boise State,3.0,57%,26-23,Boise State -6.5,Fresno State,3.5,48.5,Over,0.9
8-Oct,10:30 PM,Hawaii at San Diego State,San Diego State,21.3,89%,37-15,San Diego State -18.5,San Diego State,2.8,49.5,Over,2.5
8-Oct,11:00 PM,Oregon State at Stanford,Oregon State,5.8,63%,34-28,Oregon State -7,Stanford,1.2,57.5,Over,4.0
