Team,Conference,Record,SP+,Rk,Off. SP+,Rk,Def. SP+,Rk,ST SP+,Rk,,Date,Time (ET),Game,Proj_winner,Proj_margin,Win_prob,Proj. score (rounded),Spread,ATS Pick,Spread diff,O/U,O/U pick,O/U diff
LSU,SEC,6-1,20.2,11,42.0,3,22.0,38,0.3,25,,26-Oct,12:00 PM,Charlotte at Memphis,Memphis,24.9,94%,42-17,Memphis -19,Memphis,5.9,57.5,Over,2.0
Indiana,Big Ten,7-0,18.8,12,36.9,12,18.5,22,0.4,12,,26-Oct,12:00 PM,Georgia Tech at Virginia Tech,Virginia Tech,7.9,69%,33-25,Virginia Tech -9,Georgia Tech,1.1,52.5,Over,6.0
Clemson,ACC,6-1,18.5,13,38.5,9,19.8,27,-0.2,98,,26-Oct,12:00 PM,Navy vs. Notre Dame,Notre Dame,19.5,89%,36-17,Notre Dame -13.5,Notre Dame,6.0,52.5,Over,0.1
Texas A&M,SEC,6-1,18.1,14,34.1,23,16.4,13,0.3,21,,26-Oct,12:00 PM,Nebraska at Ohio State,Ohio State,22.0,92%,33-11,Ohio State -25.5,Nebraska,3.5,48.5,Under,-4.4
Missouri,SEC,6-1,17.9,15,34.9,20,17.2,16,0.1,50,,26-Oct,12:00 PM,North Carolina at Virginia,North Carolina,0.1,50%,29-29,Virginia -5,North Carolina,5.1,60.5,Under,-3.1
Kansas State,Big 12,6-1,16.3,16,35.9,16,19.9,28,0.3,22,,26-Oct,12:00 PM,Oklahoma at Ole Miss,Ole Miss,19.6,89%,34-14,Ole Miss -20.5,Oklahoma,0.9,48.5,Under,0.0
SMU,ACC,6-1,16.0,17,36.9,13,21.0,30,0.1,57,,26-Oct,12:00 PM,Tulane at North Texas,Tulane,3.6,59%,34-30,Tulane -8,North Texas,4.4,65.5,Under,-1.3
Florida,SEC,4-3,13.7,18,36.1,15,22.8,44,0.4,13,,26-Oct,12:00 PM,Washington at Indiana,Indiana,10.0,73%,32-22,Indiana -6.5,Indiana,3.5,52.5,Over,0.6
Iowa State,Big 12,7-0,13.6,19,30.7,46,17.2,18,0.1,54,,26-Oct,12:45 PM,Arkansas at Mississippi State,Arkansas,9.4,72%,32-23,Arkansas -7,Arkansas,2.4,57.5,Under,-2.0
Wisconsin,Big Ten,5-2,12.0,20,27.4,63,15.3,11,-0.1,87,,26-Oct,1:00 PM,Georgia State at Appalachian State,Appalachian State,7.9,69%,34-26,Appalachian State -8,Georgia State,0.1,62.5,Under,-3.2
Louisville,ACC,4-3,11.9,21,34.9,19,22.7,42,-0.3,110,,26-Oct,2:00 PM,Central Michigan at Miami-OH,Miami-OH,8.9,71%,29-21,Miami-OH -12,Central Michigan,3.1,46.5,Over,3.5
BYU,Big 12,7-0,11.9,22,33.4,31,21.7,35,0.2,34,,26-Oct,2:00 PM,Temple at East Carolina,East Carolina,13.0,79%,32-19,East Carolina -7,East Carolina,6.0,48.5,Over,2.5
Iowa,Big Ten,4-3,11.4,23,25.3,80,14.3,8,0.4,11,,26-Oct,2:30 PM,Texas Tech at TCU,TCU,7.0,67%,34-27,TCU -6,TCU,1.0,67.5,Under,-6.2
Michigan,Big Ten,4-3,11.4,24,26.2,74,15.1,10,0.3,18,,26-Oct,3:30 PM,Bowling Green at Toledo,Toledo,6.7,66%,27-21,Toledo -3,Toledo,3.7,47.5,Over,0.7
Virginia Tech,ACC,4-3,11.4,25,33.6,30,22.4,40,0.3,26,,26-Oct,3:30 PM,BYU at UCF,BYU,3.2,58%,30-26,BYU -1,BYU,2.2,54.5,Over,1.5
USC,Big Ten,3-4,11.3,26,37.7,10,26.6,60,0.1,47,,26-Oct,3:30 PM,Eastern Michigan at Akron,Eastern Michigan,9.8,73%,30-20,Eastern Michigan -3.5,Eastern Michigan,6.3,51.5,Under,-0.9
Washington,Big Ten,4-3,11.3,27,31.2,44,19.5,26,-0.4,133,,26-Oct,3:30 PM,Illinois at Oregon,Oregon,20.4,90%,37-17,Oregon -21.5,Illinois,1.1,54.5,Under,-0.2
South Carolina,SEC,4-3,11.2,28,29.0,53,17.9,21,0.0,68,,26-Oct,3:30 PM,Kent State at Western Michigan,Western Michigan,16.5,85%,38-21,Western Michigan -18,Kent State,1.5,59.5,Under,-0.2
Auburn,SEC,2-5,10.9,29,29.5,51,18.6,23,-0.1,80,,26-Oct,3:30 PM,Maryland at Minnesota,Minnesota,4.6,61%,25-20,Minnesota -4.5,Minnesota,0.1,46.5,Under,-1.1
Pittsburgh,ACC,6-0,10.7,30,32.3,39,22.0,39,0.4,6,,26-Oct,3:30 PM,Missouri at Alabama,Alabama,8.6,70%,32-24,Alabama -14,Missouri,5.4,56.5,Under,-0.7
Oklahoma,SEC,4-3,9.7,31,26.6,69,17.2,17,0.3,31,,26-Oct,3:30 PM,Northern Illinois at Ball State,Northern Illinois,12.4,78%,31-19,Northern Illinois -12,Northern Illinois,0.4,48.5,Over,1.0
Nebraska,Big Ten,5-2,9.6,32,23.7,86,13.7,7,-0.4,127,,26-Oct,3:30 PM,Northwestern at Iowa,Iowa,14.5,82%,27-12,Iowa -13.5,Iowa,1.0,37.5,Over,1.1
Utah,Big 12,4-3,9.3,33,25.5,79,16.3,12,0.1,58,,26-Oct,3:30 PM,Oklahoma State at Baylor,Baylor,2.6,57%,30-27,Baylor -3.5,Oklahoma State,0.9,64.5,Under,-7.1
Kentucky,SEC,3-4,9.3,34,28.4,58,19.5,25,0.4,5,,26-Oct,3:30 PM,Rice at Connecticut,Connecticut,13.5,80%,32-18,Connecticut -6.5,Connecticut,7.0,46.5,Over,3.3
Arkansas,SEC,4-3,9.0,35,30.7,47,21.8,36,0.1,55,,26-Oct,3:30 PM,Southern Miss at James Madison,James Madison,27.7,96%,41-13,James Madison -24,James Madison,3.7,54.5,Under,-1.0
Army,AAC,7-0,8.3,36,32.4,37,24.3,50,0.2,42,,26-Oct,3:30 PM,UTSA at Tulsa,UTSA,5.3,63%,30-24,UTSA -8,Tulsa,2.7,55.5,Under,-1.3
Duke,ACC,6-1,8.3,37,24.6,83,16.5,14,0.1,60,,26-Oct,3:30 PM,Wagner at Massachusetts,Massachusetts,23.1,93%,38-15,,,,,,
TCU,Big 12,4-3,8.1,38,33.3,32,24.9,54,-0.3,118,,26-Oct,3:30 PM,Wake Forest at Stanford,Wake Forest,4.6,61%,31-26,Wake Forest -2.5,Wake Forest,2.1,55.5,Over,1.5
Boise State,MWC,5-1,7.8,39,36.5,14,28.6,74,-0.1,77,,26-Oct,4:00 PM,Oregon State at California,California,7.2,67%,32-24,California -11,Oregon State,3.8,48.5,Over,7.6
Colorado,Big 12,5-2,7.7,40,33.6,29,25.6,56,-0.2,96,,26-Oct,4:15 PM,Texas at Vanderbilt,Texas,19.8,89%,38-19,Texas -18.5,Texas,1.3,53.5,Over,3.4
Cincinnati,Big 12,5-2,7.5,41,31.5,42,24.0,48,0.0,75,,26-Oct,5:00 PM,New Mexico at Colorado State,Colorado State,11.7,77%,37-26,Colorado State -6.5,Colorado State,5.2,65.5,Under,-2.6
Minnesota,Big Ten,4-3,7.3,42,24.5,85,16.9,15,-0.3,111,,26-Oct,5:00 PM,UL-Monroe at South Alabama,South Alabama,12.2,78%,31-19,South Alabama -8.5,South Alabama,3.7,47.5,Over,2.7
Kansas,Big 12,2-5,7.2,43,33.7,27,26.5,59,0.1,63,,26-Oct,6:00 PM,West Virginia at Arizona,West Virginia,0.4,51%,29-28,Arizona -2.5,West Virginia,2.9,54.5,Over,2.6
Washington State,Indies,6-1,7.1,44,35.5,17,28.1,71,-0.2,100,,26-Oct,7:00 PM,Florida State at Miami-FL,Miami-FL,22.5,92%,39-16,Miami-FL -21.5,Miami-FL,1.0,54.5,Over,0.7
Illinois,Big Ten,6-1,6.7,45,27.4,65,21.1,32,0.4,8,,26-Oct,7:00 PM,Troy at Arkansas State,Troy,1.4,53%,28-27,Arkansas State -7,Troy,8.4,52.5,Over,2.4
California,ACC,3-4,6.5,46,28.3,59,21.7,34,-0.1,90,,26-Oct,7:00 PM,Utah at Houston,Utah,12.2,78%,29-17,Utah -3,Utah,9.2,37.5,Over,8.4
UCF,Big 12,3-4,6.1,47,31.5,43,25.4,55,0.0,74,,26-Oct,7:00 PM,Utah State at Wyoming,Wyoming,2.6,56%,31-29,Wyoming -2.5,Wyoming,0.1,55.5,Over,4.5
Georgia Tech,ACC,5-3,6.0,48,33.7,28,27.3,67,-0.4,121,,26-Oct,7:30 PM,LSU at Texas A&M,Texas A&M,0.4,51%,29-28,Texas A&M -2.5,LSU,2.1,53.5,Over,3.7
North Carolina,ACC,3-4,5.3,49,32.4,38,27.2,66,0.1,46,,26-Oct,7:30 PM,Michigan State at Michigan,Michigan,13.4,80%,27-14,Michigan -5,Michigan,8.4,40.5,Over,0.9
James Madison,Sun Belt,5-2,5.3,50,28.1,60,23.1,45,0.4,16,,26-Oct,7:30 PM,Penn State at Wisconsin,Penn State,10.0,73%,28-18,Penn State -6.5,Penn State,3.5,47.5,Under,-1.5
Syracuse,ACC,5-1,5.3,51,32.6,35,27.0,64,-0.3,116,,26-Oct,7:45 PM,Auburn at Kentucky,Kentucky,0.9,52%,24-24,Kentucky -2.5,Auburn,1.6,42.5,Over,5.5
Maryland,Big Ten,4-3,5.2,52,27.4,64,22.0,37,-0.2,95,,26-Oct,8:00 PM,Kansas at Kansas State,Kansas State,11.6,77%,35-23,Kansas State -10,Kansas State,1.6,55.5,Over,2.5
Arizona State,Big 12,5-2,5.2,53,29.1,52,23.6,46,-0.3,112,,26-Oct,8:00 PM,San Jose State at Fresno State,Fresno State,0.5,51%,29-28,Fresno State -6,San Jose State,5.5,54.5,Over,2.4
Vanderbilt,SEC,5-2,5.1,54,32.8,33,28.0,70,0.4,14,,26-Oct,8:00 PM,SMU at Duke,SMU,5.2,63%,27-22,SMU -11.5,Duke,6.3,48.5,Over,1.0
Baylor,Big 12,3-4,5.0,55,29.7,50,24.9,53,0.1,51,,26-Oct,10:15 PM,Cincinnati at Colorado,Colorado,2.7,57%,30-27,Colorado -3.5,Cincinnati,0.8,57.5,Under,-0.1
Oklahoma State,Big 12,3-4,4.8,56,32.6,36,27.7,69,0.0,71,,26-Oct,10:30 PM,Washington State at San Diego State,Washington State,17.0,86%,36-19,Washington State -14.5,Washington State,2.5,55.5,Under,-1.4
NC State,ACC,4-4,4.2,57,28.5,57,24.4,52,0.1,67,,26-Oct,11:59 PM,Nevada at Hawaii,Hawaii,1.7,54%,28-26,Nevada -2.5,Hawaii,4.2,47.5,Over,6.7
Rutgers,Big Ten,4-3,4.0,58,25.6,78,21.3,33,-0.2,101,,,,,,,,,,,,,,
Memphis,AAC,6-1,3.9,59,32.7,34,28.9,76,0.2,44,,,,,,,,,,,,,,
UNLV,MWC,6-1,3.7,60,34.4,21,31.1,96,0.4,2,,,,,,,,,,,,,,
West Virginia,Big 12,3-4,3.7,61,31.6,41,28.2,72,0.3,20,,,,,,,,,,,,,,
Texas Tech,Big 12,5-2,3.6,62,33.9,26,30.5,86,0.2,32,,,,,,,,,,,,,,
UL-Lafayette,Sun Belt,6-1,3.4,63,34.1,24,30.8,91,0.1,53,,,,,,,,,,,,,,
Navy,AAC,6-0,3.3,64,30.2,49,27.1,65,0.1,59,,,,,,,,,,,,,,
Boston College,ACC,4-3,3.0,65,26.4,73,23.6,47,0.2,36,,,,,,,,,,,,,,
Virginia,ACC,4-3,2.8,66,28.9,54,26.2,57,0.1,66,,,,,,,,,,,,,,
Tulane,AAC,5-2,2.0,67,28.9,55,26.9,62,0.1,56,,,,,,,,,,,,,,
Oregon State,Indies,4-3,1.8,68,32.2,40,30.1,83,-0.3,105,,,,,,,,,,,,,,
Florida State,ACC,1-6,1.7,69,22.4,96,21.1,31,0.4,1,,,,,,,,,,,,,,
Arizona,Big 12,3-4,0.8,70,27.5,62,26.9,63,0.3,17,,,,,,,,,,,,,,
Texas State,Sun Belt,4-3,0.6,71,30.8,45,29.9,82,-0.3,109,,,,,,,,,,,,,,
Michigan State,Big Ten,4-3,0.6,72,20.9,101,20.7,29,0.4,15,,,,,,,,,,,,,,
Northwestern,Big Ten,3-4,-0.5,73,18.6,114,19.0,24,-0.1,88,,,,,,,,,,,,,,
Liberty,CUSA,5-0,-0.6,74,30.5,48,30.8,92,-0.3,114,,,,,,,,,,,,,,
Connecticut,Indies,4-3,-0.9,75,23.5,89,24.3,51,-0.1,81,,,,,,,,,,,,,,
Wake Forest,ACC,3-4,-1.6,76,28.6,56,30.4,85,0.2,37,,,,,,,,,,,,,,
Western Kentucky,CUSA,5-2,-2.6,77,25.9,76,28.7,75,0.2,39,,,,,,,,,,,,,,
Mississippi State,SEC,1-6,-2.9,78,27.6,61,30.8,93,0.3,29,,,,,,,,,,,,,,
UCLA,Big Ten,2-5,-3.2,79,23.2,92,26.5,58,0.1,61,,,,,,,,,,,,,,
South Alabama,Sun Belt,3-4,-3.5,80,26.1,75,29.6,79,-0.1,83,,,,,,,,,,,,,,
San Jose State,MWC,5-2,-3.9,81,27.1,66,30.7,87,-0.3,113,,,,,,,,,,,,,,
North Texas,AAC,5-2,-4.0,82,34.2,22,38.4,128,0.2,45,,,,,,,,,,,,,,
Toledo,MAC,5-2,-4.7,83,19.6,108,24.2,49,-0.1,85,,,,,,,,,,,,,,
Marshall,Sun Belt,4-3,-5.0,84,25.7,77,30.7,90,0.1,52,,,,,,,,,,,,,,
Georgia Southern,Sun Belt,5-2,-5.4,85,26.6,68,32.5,105,0.4,7,,,,,,,,,,,,,,
Houston,Big 12,2-5,-5.5,86,22.4,95,27.5,68,-0.4,131,,,,,,,,,,,,,,
Fresno State,MWC,4-3,-5.9,87,25.2,82,30.8,94,-0.3,106,,,,,,,,,,,,,,
Coastal Carolina,Sun Belt,4-3,-6.1,88,26.6,71,32.8,107,0.1,49,,,,,,,,,,,,,,
Purdue,Big Ten,1-6,-8.0,89,24.6,84,32.3,103,-0.3,107,,,,,,,,,,,,,,
Northern Illinois,MAC,4-3,-8.2,90,14.6,128,22.5,41,-0.4,120,,,,,,,,,,,,,,
Colorado State,MWC,4-3,-8.7,91,23.2,93,32.0,102,0.1,64,,,,,,,,,,,,,,
Stanford,ACC,2-5,-8.7,92,23.0,94,32.0,101,0.3,23,,,,,,,,,,,,,,
Bowling Green,MAC,3-4,-8.9,93,21.8,99,30.7,88,0.0,73,,,,,,,,,,,,,,
Sam Houston,CUSA,5-2,-9.3,94,21.8,98,30.7,89,-0.4,128,,,,,,,,,,,,,,
East Carolina,AAC,3-4,-9.4,95,20.1,103,29.7,81,0.2,38,,,,,,,,,,,,,,
UTSA,AAC,3-4,-9.4,96,22.4,97,31.7,99,-0.1,89,,,,,,,,,,,,,,
Old Dominion,Sun Belt,3-4,-9.7,97,20.0,104,29.5,78,-0.2,94,,,,,,,,,,,,,,
Jacksonville State,CUSA,3-3,-9.8,98,25.3,81,34.8,111,-0.3,108,,,,,,,,,,,,,,
Miami-OH,MAC,3-4,-10.1,99,16.7,120,26.9,61,0.1,65,,,,,,,,,,,,,,
Appalachian State,Sun Belt,2-4,-10.4,100,26.6,70,36.7,120,-0.3,102,,,,,,,,,,,,,,
USF,AAC,3-4,-10.5,101,23.6,88,34.4,110,0.4,9,,,,,,,,,,,,,,
Troy,Sun Belt,1-6,-11.7,102,19.7,107,31.3,98,-0.1,91,,,,,,,,,,,,,,
Rice,AAC,2-5,-11.8,103,20.1,102,31.7,100,-0.3,103,,,,,,,,,,,,,,
Nevada,MWC,3-5,-12.3,104,23.6,87,35.5,114,-0.4,122,,,,,,,,,,,,,,
San Diego State,MWC,3-3,-12.3,105,16.2,123,28.2,73,-0.3,119,,,,,,,,,,,,,,
Florida Atlantic,AAC,2-5,-12.4,106,18.9,112,31.2,97,-0.1,86,,,,,,,,,,,,,,
Hawaii,MWC,2-5,-13.1,107,18.3,116,31.1,95,-0.3,117,,,,,,,,,,,,,,
UL-Monroe,Sun Belt,5-1,-13.2,108,15.7,126,29.0,77,0.0,70,,,,,,,,,,,,,,
Ohio,MAC,4-3,-13.3,109,16.5,121,29.6,80,-0.1,93,,,,,,,,,,,,,,
Buffalo,MAC,4-3,-13.8,110,16.5,122,30.3,84,0.0,72,,,,,,,,,,,,,,
Eastern Michigan,MAC,5-2,-15.1,111,19.0,111,34.4,109,0.3,24,,,,,,,,,,,,,,
Louisiana Tech,CUSA,2-4,-15.4,112,17.2,119,32.4,104,-0.2,99,,,,,,,,,,,,,,
Arkansas State,Sun Belt,4-3,-15.6,113,21.5,100,37.3,122,0.2,35,,,,,,,,,,,,,,
Georgia State,Sun Belt,2-4,-15.8,114,19.9,106,35.3,112,-0.4,125,,,,,,,,,,,,,,
Western Michigan,MAC,4-3,-16.0,115,23.4,90,39.6,129,0.2,40,,,,,,,,,,,,,,
Central Michigan,MAC,3-4,-16.5,116,19.9,105,36.6,118,0.2,43,,,,,,,,,,,,,,
Florida International,CUSA,2-5,-17.1,117,18.6,113,35.5,113,-0.2,97,,,,,,,,,,,,,,
Tulsa,AAC,2-5,-17.2,118,18.6,115,35.7,116,-0.1,92,,,,,,,,,,,,,,
UAB,AAC,1-6,-17.4,119,23.3,91,40.8,130,0.1,62,,,,,,,,,,,,,,
New Mexico,MWC,3-4,-17.9,120,26.6,72,44.0,133,-0.4,134,,,,,,,,,,,,,,
Massachusetts,Indies,1-6,-18.2,121,17.8,118,35.6,115,-0.4,132,,,,,,,,,,,,,,
Charlotte,AAC,3-4,-18.5,122,19.4,109,38.0,126,0.0,69,,,,,,,,,,,,,,
Wyoming,MWC,1-6,-18.6,123,14.8,127,33.4,108,-0.1,79,,,,,,,,,,,,,,
Utah State,MWC,1-6,-18.7,124,26.7,67,45.1,134,-0.3,104,,,,,,,,,,,,,,
Air Force,MWC,1-6,-19.1,125,13.8,130,32.5,106,-0.4,129,,,,,,,,,,,,,,
Southern Miss,Sun Belt,1-6,-19.9,126,18.2,117,37.7,124,-0.4,126,,,,,,,,,,,,,,
Temple,AAC,2-5,-19.9,127,16.0,125,36.1,117,0.2,41,,,,,,,,,,,,,,
New Mexico State,CUSA,2-5,-21.4,128,16.1,124,37.9,125,0.3,19,,,,,,,,,,,,,,
Ball State,MAC,2-5,-23.1,129,19.4,110,42.5,131,-0.1,82,,,,,,,,,,,,,,
Middle Tennessee,CUSA,2-5,-24.4,130,14.4,129,38.4,127,-0.4,124,,,,,,,,,,,,,,
UTEP,CUSA,1-6,-24.5,131,12.5,132,36.6,119,-0.4,130,,,,,,,,,,,,,,
Akron,MAC,1-6,-27.3,132,10.2,133,37.5,123,-0.1,78,,,,,,,,,,,,,,
Kent State,MAC,0-7,-30.0,133,12.9,131,42.5,132,-0.4,123,,,,,,,,,,,,,,
Kennesaw State,CUSA,0-6,-30.5,134,6.5,134,37.1,121,0.1,48,,,,,,,,,,,,,,
