Team,Conference,Record,SP+,Rk,Off. SP+,Rk,Def. SP+,Rk,ST SP+,Rk,,Date,Time (ET),Game,Proj_winner,Proj_margin,Win_prob,Proj. score (rounded),Spread,ATS Pick,Spread diff,O/U,O/U pick,O/U diff
SMU,ACC,3-1,11.7,28,34.7,22,23.1,40,0.1,59,,28-Sep,3:30 PM,TCU at Kansas,Kansas,2.4,56%,32-29,Kansas -1.5,Kansas,0.9,59.5,Over,1.8
UCF,Big 12,3-0,11.3,29,35.4,20,24.0,46,0.0,72,,28-Sep,3:30 PM,UL-Lafayette at Wake Forest,UL-Lafayette,2.9,57%,31-29,Wake Forest -2.5,UL-Lafayette,5.4,59.5,Over,0.4
Indiana,Big Ten,4-0,11.1,30,31.3,43,20.6,33,0.4,6,,28-Sep,3:30 PM,Western Michigan at Marshall,Marshall,7.9,69%,32-24,Marshall -6,Marshall,1.9,53.5,Over,2.8
Nebraska,Big Ten,3-1,10.7,31,24.6,85,13.6,8,-0.4,124,,28-Sep,3:30 PM,Wisconsin at USC,USC,10.3,74%,32-22,USC -14.5,Wisconsin,4.2,51.5,Over,2.1
Arkansas,SEC,3-1,10.5,32,34.6,23,24.2,47,0.1,57,,28-Sep,3:40 PM,Oklahoma at Auburn,Auburn,1.5,54%,25-24,Oklahoma -2.5,Auburn,4.0,47.5,Over,1.3
Florida,SEC,2-2,10.3,33,36.7,13,26.8,62,0.4,1,,28-Sep,4:00 PM,North Carolina at Duke,Duke,3.7,59%,28-24,North Carolina -1.5,Duke,5.2,55.5,Under,-2.9
Duke,ACC,4-0,9.4,34,27.0,74,17.9,20,0.3,24,,28-Sep,4:00 PM,UTSA at East Carolina,East Carolina,4.2,60%,28-23,East Carolina -4,East Carolina,0.2,53.5,Under,-2.5
Maryland,Big Ten,3-1,9.0,35,27.9,65,19.1,28,0.2,39,,28-Sep,4:15 PM,Mississippi State at Texas,Texas,35.6,99%,47-11,Texas -38.5,Mississippi State,2.9,61.5,Under,-3.7
TCU,Big 12,2-2,8.3,36,36.2,17,27.8,68,0.0,77,,28-Sep,5:00 PM,Old Dominion at Bowling Green,Bowling Green,8.7,71%,31-22,Bowling Green -9.5,Old Dominion,0.8,49.5,Over,4.1
Pittsburgh,ACC,4-0,8.2,37,32.9,34,25.0,49,0.3,15,,28-Sep,6:00 PM,Louisiana Tech at Florida International,Florida International,2.2,56%,29-26,Louisiana Tech -2,Florida International,4.2,51.5,Over,3.6
North Carolina,ACC,3-1,8.2,38,34.2,27,26.1,57,0.2,46,,28-Sep,6:00 PM,UT Martin at Kennesaw State,UT Martin,4.0,60%,25-21,,,,,,
Kansas,Big 12,1-3,8.1,39,33.2,31,25.4,52,0.3,9,,28-Sep,6:00 PM,Wagner at Florida Atlantic,Florida Atlantic,25.1,94%,35-10,,,,,,
Virginia Tech,ACC,2-2,7.7,40,30.2,51,22.6,37,0.2,42,,28-Sep,7:00 PM,Charlotte at Rice,Rice,11.6,77%,33-22,Rice -6.5,Rice,5.1,46.5,Over,8.4
Rutgers,Big Ten,3-0,7.7,41,26.6,75,18.8,24,-0.1,91,,28-Sep,7:00 PM,Iowa State at Houston,Iowa State,16.7,85%,33-16,Iowa State -13,Iowa State,3.7,43.5,Over,5.6
BYU,Big 12,4-0,7.7,42,30.2,52,22.7,38,0.2,34,,28-Sep,7:00 PM,Ohio State at Michigan State,Ohio State,29.0,97%,35-6,Ohio State -24.5,Ohio State,4.5,50.5,Under,-9.2
Illinois,Big Ten,4-0,7.6,43,27.3,70,20.1,31,0.3,14,,28-Sep,7:00 PM,Stanford at Clemson,Clemson,19.2,89%,39-19,Clemson -22,Stanford,2.8,57.5,Over,0.4
Florida State,ACC,1-3,7.4,44,26.0,78,19.0,27,0.4,5,,28-Sep,7:00 PM,Tulsa at North Texas,North Texas,8.2,70%,37-28,North Texas -7.5,North Texas,0.7,68.5,Under,-3.6
Boise State,MWC,2-1,7.3,45,36.1,18,28.6,76,-0.2,102,,28-Sep,7:00 PM,UL-Monroe at Troy,Troy,13.2,80%,33-20,Troy -8.5,Troy,4.7,45.5,Over,7.6
California,ACC,3-1,7.0,46,28.8,59,21.7,35,-0.1,89,,28-Sep,7:30 PM,Georgia at Alabama,Alabama,3.3,58%,29-26,Georgia -2.5,Alabama,5.8,49.5,Over,5.1
Minnesota,Big Ten,2-2,6.3,47,23.9,89,17.3,17,-0.3,112,,28-Sep,7:30 PM,Illinois at Penn State,Penn State,18.6,88%,33-15,Penn State -17.5,Penn State,1.1,47.5,Over,0.9
Memphis,AAC,3-1,6.1,48,36.6,14,30.7,93,0.2,38,,28-Sep,7:30 PM,Middle Tennessee at Memphis,Memphis,32.7,98%,47-15,Memphis -24.5,Memphis,8.2,61.5,Over,0.7
Washington State,Indies,4-0,6.0,49,35.5,19,29.2,83,-0.3,113,,28-Sep,7:45 PM,South Alabama at LSU,LSU,18.7,88%,42-23,LSU -20.5,South Alabama,1.8,65.5,Over,0.1
Cincinnati,Big 12,3-1,5.9,50,31.4,42,25.7,56,0.2,41,,28-Sep,8:00 PM,Air Force at Wyoming,Air Force,4.9,62%,24-19,Air Force -2.5,Air Force,2.4,36.5,Over,6.0
Georgia Tech,ACC,3-2,5.8,51,34.5,24,28.6,79,0.0,73,,28-Sep,8:00 PM,Cincinnati at Texas Tech,Texas Tech,0.7,52%,30-29,Texas Tech -4,Cincinnati,3.3,58.5,Over,0.9
Arizona,Big 12,2-1,5.8,52,33.0,33,27.5,67,0.2,36,,28-Sep,8:00 PM,Florida State at SMU,SMU,6.8,66%,29-22,SMU -4.5,SMU,2.3,47.5,Over,3.9
Wisconsin,Big Ten,2-1,5.3,53,22.5,97,17.2,16,0.0,66,,28-Sep,8:00 PM,New Mexico at New Mexico State,New Mexico State,4.3,61%,30-26,New Mexico -7,New Mexico State,11.3,58.5,Under,-2.6
Baylor,Big 12,2-2,5.1,54,28.3,62,23.4,42,0.3,29,,28-Sep,10:00 PM,Washington State at Boise State,Boise State,3.8,59%,34-30,Boise State -7,Washington State,3.2,64.5,Over,0.2
Boston College,ACC,3-1,4.9,55,28.3,63,23.6,44,0.2,45,,28-Sep,10:15 PM,Arizona at Utah,Utah,13.2,80%,33-20,Utah -9.5,Utah,3.7,51.5,Over,1.6
West Virginia,Big 12,2-2,4.8,56,34.3,25,29.7,89,0.2,31,,28-Sep,11:00 PM,Oregon at UCLA,Oregon,22.3,92%,39-17,Oregon -24,UCLA,1.7,55.5,Over,0.7
James Madison,Sun Belt,3-0,4.4,57,30.7,48,26.6,61,0.3,18,,,,,,,,,,,,,,
Liberty,CUSA,4-0,4.0,58,32.7,37,28.3,70,-0.3,123,,,,,,,,,,,,,,
Texas Tech,Big 12,3-1,4.0,59,32.7,36,28.9,80,0.3,23,,,,,,,,,,,,,,
NC State,ACC,2-2,2.8,60,29.1,56,26.4,59,0.1,51,,,,,,,,,,,,,,
UL-Lafayette,Sun Belt,2-1,2.3,61,34.0,28,31.9,98,0.3,27,,,,,,,,,,,,,,
Virginia,ACC,3-1,2.3,62,29.1,55,26.9,63,0.1,52,,,,,,,,,,,,,,
Oregon State,Indies,3-1,2.2,63,29.0,57,26.5,60,-0.3,110,,,,,,,,,,,,,,
Arizona State,Big 12,3-1,2.0,64,27.5,67,25.4,51,-0.1,81,,,,,,,,,,,,,,
UNLV,MWC,3-0,1.6,65,31.5,41,30.1,90,0.3,19,,,,,,,,,,,,,,
Colorado,Big 12,3-1,1.6,66,31.1,46,29.2,81,-0.3,118,,,,,,,,,,,,,,
Fresno State,MWC,3-1,1.6,67,30.1,53,28.4,71,-0.2,97,,,,,,,,,,,,,,
Syracuse,ACC,2-1,1.6,68,29.0,58,27.4,66,-0.1,82,,,,,,,,,,,,,,
Vanderbilt,SEC,2-2,1.4,69,31.5,40,30.3,91,0.2,44,,,,,,,,,,,,,,
Toledo,MAC,3-1,0.8,70,24.1,87,23.0,39,-0.3,122,,,,,,,,,,,,,,
South Alabama,Sun Belt,2-2,0.2,71,31.3,44,30.8,94,-0.3,105,,,,,,,,,,,,,,
Michigan State,Big Ten,3-1,-0.6,72,17.7,114,18.6,22,0.4,7,,,,,,,,,,,,,,
Tulane,AAC,2-2,-1.4,73,27.9,64,29.2,82,-0.1,86,,,,,,,,,,,,,,
Texas State,Sun Belt,2-1,-1.6,74,31.6,39,33.0,105,-0.2,96,,,,,,,,,,,,,,
Stanford,ACC,2-1,-1.7,75,27.4,68,29.4,85,0.3,13,,,,,,,,,,,,,,
UCLA,Big Ten,1-2,-1.8,76,23.7,91,25.5,54,0.1,58,,,,,,,,,,,,,,
Mississippi State,SEC,1-3,-1.9,77,27.6,66,29.5,86,0.0,68,,,,,,,,,,,,,,
Army,AAC,3-0,-1.9,78,23.3,93,25.5,53,0.2,30,,,,,,,,,,,,,,
Coastal Carolina,Sun Belt,3-1,-2.1,79,27.3,71,29.6,87,0.1,53,,,,,,,,,,,,,,
San Jose State,MWC,3-1,-2.2,80,26.5,77,28.6,75,-0.2,93,,,,,,,,,,,,,,
Wake Forest,ACC,1-2,-3.1,81,25.3,81,28.6,77,0.3,26,,,,,,,,,,,,,,
Northwestern,Big Ten,2-2,-3.5,82,15.5,124,18.9,25,-0.1,83,,,,,,,,,,,,,,
Navy,AAC,3-0,-3.6,83,25.1,82,28.4,74,-0.2,100,,,,,,,,,,,,,,
Western Kentucky,CUSA,3-1,-3.9,84,27.2,72,30.8,95,-0.2,103,,,,,,,,,,,,,,
Northern Illinois,MAC,2-1,-5.7,85,18.2,112,23.5,43,-0.4,131,,,,,,,,,,,,,,
Purdue,Big Ten,1-2,-5.9,86,25.0,83,30.9,96,0.0,65,,,,,,,,,,,,,,
Troy,Sun Belt,1-3,-6.0,87,25.4,80,31.1,97,-0.3,104,,,,,,,,,,,,,,
North Texas,AAC,3-1,-6.2,88,32.6,38,38.8,128,0.0,74,,,,,,,,,,,,,,
Houston,Big 12,1-3,-6.3,89,23.4,92,29.2,84,-0.4,133,,,,,,,,,,,,,,
USF,AAC,2-2,-6.3,90,28.8,60,35.3,116,0.2,35,,,,,,,,,,,,,,
East Carolina,AAC,2-2,-6.4,91,18.8,109,25.5,55,0.3,28,,,,,,,,,,,,,,
Appalachian State,Sun Belt,2-2,-6.6,92,27.4,69,33.9,108,0.0,79,,,,,,,,,,,,,,
Bowling Green,MAC,1-2,-7.5,93,24.4,86,32.0,99,0.0,63,,,,,,,,,,,,,,
Sam Houston,CUSA,3-1,-7.8,94,20.9,102,28.4,73,-0.3,119,,,,,,,,,,,,,,
UTSA,AAC,2-2,-8.1,95,24.9,84,32.7,103,-0.3,114,,,,,,,,,,,,,,
Hawaii,MWC,2-2,-8.3,96,20.0,107,28.3,69,-0.1,85,,,,,,,,,,,,,,
Connecticut,Indies,2-2,-9.2,97,20.8,103,29.7,88,-0.4,126,,,,,,,,,,,,,,
Buffalo,MAC,3-1,-9.4,98,15.4,125,24.8,48,0.1,60,,,,,,,,,,,,,,
Marshall,Sun Belt,1-2,-10.2,99,23.1,95,32.9,104,-0.4,129,,,,,,,,,,,,,,
Georgia Southern,Sun Belt,2-2,-10.2,100,26.6,76,37.1,121,0.3,11,,,,,,,,,,,,,,
Eastern Michigan,MAC,3-1,-10.4,101,17.6,116,28.4,72,0.3,20,,,,,,,,,,,,,,
Miami-OH,MAC,0-3,-10.8,102,13.4,128,23.9,45,-0.3,111,,,,,,,,,,,,,,
UAB,AAC,1-2,-11.5,103,27.1,73,38.9,129,0.3,21,,,,,,,,,,,,,,
Ohio,MAC,2-2,-11.6,104,15.7,123,27.3,64,0.0,71,,,,,,,,,,,,,,
San Diego State,MWC,1-2,-11.8,105,17.1,117,28.6,78,-0.3,108,,,,,,,,,,,,,,
Nevada,MWC,2-3,-11.9,106,20.4,105,32.0,100,-0.4,132,,,,,,,,,,,,,,
Tulsa,AAC,2-2,-11.9,107,23.3,94,35.0,113,-0.2,98,,,,,,,,,,,,,,
Colorado State,MWC,2-2,-12.0,108,20.0,108,32.0,101,0.0,76,,,,,,,,,,,,,,
Air Force,MWC,1-2,-12.2,109,13.3,130,25.1,50,-0.4,127,,,,,,,,,,,,,,
Georgia State,Sun Belt,2-1,-12.2,110,22.4,98,34.3,111,-0.3,116,,,,,,,,,,,,,,
Rice,AAC,1-3,-13.0,111,21.5,99,34.3,110,-0.3,115,,,,,,,,,,,,,,
Jacksonville State,CUSA,1-3,-13.3,112,23.7,90,36.8,120,-0.2,94,,,,,,,,,,,,,,
Central Michigan,MAC,2-2,-13.4,113,21.4,100,34.9,112,0.1,62,,,,,,,,,,,,,,
Old Dominion,Sun Belt,0-3,-13.7,114,18.6,110,32.1,102,-0.1,88,,,,,,,,,,,,,,
Utah State,MWC,1-3,-15.3,115,25.9,79,40.9,133,-0.3,106,,,,,,,,,,,,,,
Western Michigan,MAC,1-2,-15.5,116,20.7,104,35.9,118,-0.3,120,,,,,,,,,,,,,,
Arkansas State,Sun Belt,2-2,-15.7,117,22.8,96,38.2,127,-0.2,99,,,,,,,,,,,,,,
Florida Atlantic,AAC,1-3,-16.2,118,14.4,126,30.3,92,-0.3,117,,,,,,,,,,,,,,
Louisiana Tech,CUSA,1-2,-16.5,119,17.7,115,34.3,109,0.1,49,,,,,,,,,,,,,,
UL-Monroe,Sun Belt,2-1,-16.7,120,16.5,121,33.1,106,-0.1,87,,,,,,,,,,,,,,
Florida International,CUSA,1-3,-16.8,121,20.9,101,37.4,124,-0.3,107,,,,,,,,,,,,,,
Southern Miss,Sun Belt,1-3,-19.1,122,18.4,111,37.2,122,-0.4,128,,,,,,,,,,,,,,
Ball State,MAC,1-2,-19.5,123,18.1,113,37.4,125,-0.2,92,,,,,,,,,,,,,,
Wyoming,MWC,0-4,-19.6,124,13.4,129,33.2,107,0.2,47,,,,,,,,,,,,,,
New Mexico State,CUSA,1-3,-20.8,125,14.1,127,35.3,115,0.3,22,,,,,,,,,,,,,,
Massachusetts,Indies,1-3,-20.9,126,16.7,119,37.2,123,-0.4,125,,,,,,,,,,,,,,
Charlotte,AAC,1-3,-22.1,127,16.0,122,38.1,126,0.0,67,,,,,,,,,,,,,,
Temple,AAC,1-3,-22.5,128,16.7,118,39.3,130,0.1,61,,,,,,,,,,,,,,
New Mexico,MWC,0-4,-22.7,129,20.0,106,42.3,134,-0.4,130,,,,,,,,,,,,,,
UTEP,CUSA,0-4,-24.0,130,11.8,131,35.4,117,-0.4,134,,,,,,,,,,,,,,
Middle Tennessee,CUSA,1-3,-24.1,131,16.7,120,40.5,132,-0.2,101,,,,,,,,,,,,,,
Akron,MAC,1-3,-24.5,132,10.5,133,35.0,114,0.1,54,,,,,,,,,,,,,,
Kennesaw State,CUSA,0-3,-27.5,133,9.0,134,36.5,119,0.0,69,,,,,,,,,,,,,,
Kent State,MAC,0-4,-29.0,134,11.4,132,40.1,131,-0.3,121,,,,,,,,,,,,,,
