Date,Time (ET),Game,Proj_winner,Proj_margin,Win_prob,Proj. score (rounded),Spread,ATS Pick,Spread diff,O/U,O/U pick,O/U diff
9-Nov,4:00 PM,Temple at Tulane,Tulane,28.6,96%,43-14,Tulane -27,Tulane,1.6,49.5,Over,7.2
9-Nov,4:15 PM,South Carolina at Vanderbilt,South Carolina,7.5,68%,30-23,South Carolina -3,South Carolina,4.5,46.5,Over,6.1
9-Nov,4:30 PM,Jacksonville State at Louisiana Tech,Jacksonville State,6.6,66%,29-22,Jacksonville State -10.5,Louisiana Tech,3.9,55.5,Under,-4.2
9-Nov,5:00 PM,Arkansas State at UL-Lafayette,UL-Lafayette,21.8,91%,42-20,UL-Lafayette -14,UL-Lafayette,7.8,59.5,Over,2.2
9-Nov,6:00 PM,Western Kentucky at New Mexico State,Western Kentucky,21.1,91%,37-16,Western Kentucky -20,Western Kentucky,1.1,51.5,Over,1.4
9-Nov,7:00 PM,Maryland at Oregon,Oregon,28.6,96%,42-13,Oregon -25,Oregon,3.6,57.5,Under,-2.4
9-Nov,7:00 PM,Mississippi State at Tennessee,Tennessee,28.4,96%,41-12,Tennessee -23,Tennessee,5.4,61.5,Under,-8.5
9-Nov,7:00 PM,Oklahoma State at TCU,TCU,8.8,71%,35-26,TCU -11.5,Oklahoma State,2.7,66.5,Under,-5.6
9-Nov,7:00 PM,UCF at Arizona State,Arizona State,2.0,55%,29-27,Arizona State -4,UCF,2.0,56.5,Under,-1.5
9-Nov,7:30 PM,Alabama at LSU,Alabama,5.6,64%,33-28,Alabama -2.5,Alabama,3.1,58.5,Over,2.4
9-Nov,7:30 PM,Florida State at Notre Dame,Notre Dame,27.8,96%,38-10,Notre Dame -26.5,Notre Dame,1.3,42.5,Over,5.1
9-Nov,7:45 PM,Oklahoma at Missouri,Missouri,6.0,65%,27-21,Missouri -2.5,Missouri,3.5,42.5,Over,6.1
9-Nov,8:00 PM,Nevada at Boise State,Boise State,26.4,95%,44-18,Boise State -25.5,Boise State,0.9,60.5,Over,1.2
9-Nov,8:00 PM,Virginia at Pittsburgh,Pittsburgh,12.9,79%,34-21,Pittsburgh -7.5,Pittsburgh,5.4,57.5,Under,-3.1
9-Nov,8:00 PM,Washington at Penn State,Penn State,16.4,85%,32-16,Penn State -13.5,Penn State,2.9,45.5,Over,2.8
9-Nov,9:00 PM,UNLV at Hawaii,UNLV,11.8,77%,34-22,UNLV -13.5,Hawaii,1.7,50.5,Over,6.1
9-Nov,9:45 PM,Fresno State at Air Force,Fresno State,13.2,80%,31-18,Fresno State -10,Fresno State,3.2,41.5,Over,7.4
9-Nov,10:15 PM,BYU at Utah,BYU,1.7,54%,25-23,BYU -5,Utah,3.3,41.5,Over,6.2
9-Nov,10:30 PM,Utah State at Washington State,Washington State,24.6,94%,46-21,Washington State -20.5,Washington State,4.1,68.5,Under,-1.9
